Produtos;Embal;Operacoeses Comerciais;Itens Vendidos;Quantidade;Valor;% Part.;Custo Total;$ Lucrativ.;% Lucrativ.;;;out/21;set/21;ago/21;jul/21;jun/21;mai/21;abr/21;mar/21;fev/21;jan/21;dez/20;nov/20;out/20;set/20;ago/20;jul/20;jun/20;mai/20;abr/20;mar/20;fev/20;jan/20;dez/19;nov/19;out/19;set/19;ago/19;jul/19;jun/19;mai/19;abr/19;mar/19;fev/19;jan/19;dez/18;nov/18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.16.003 - MASSA CORRIDA PVA METALATEX LT;UNIDA;109;109;176;R$ 13.260;66;34;50%;R$ 9.583;35;;R$ 3.677;31;3837;20%;;197;80;269;70;1432;10;179;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;747;81;159;80;151;80;663;66;667;91;615;23;143;80;0;0;429;24;143;80;702;12;647;10;587;70;1961;8;73;90;1016;3;1029;8;1441;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15.03.014 - VALE EM COMPRAS;UNIDA;148;148;148;R$ 12.818;12;33;30%;R$ 12.675;62;;R$ 142;50;112;40%;;322;61;262;0;366;0;170;0;469;40;780;0;1038;40;440;0;1324;40;1317;60;1392;50;1885;85;2080;44;893;72;11;10;0;0;0;0;0;0;41;60;22;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.023 - TEXTURA CROMANIL   TRADICIONAL CLARO GL;UNIDA;254;50;58;R$ 12.500;25;32;50%;R$ 2.329;85;;R$ 10.170;40;43652;60%;;476;0;1793;32;1312;12;1507;27;1481;82;2553;39;1978;43;1198;20;199;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.11.028 - NOVA COR ACRILICO FOSCO BRANCO LT 380M|;UNIDA;63;50;53;R$ 12.201;25;31;70%;R$ 8.089;56;;R$ 4.111;69;5082;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1625;70;1364;20;483;76;454;5;2723;0;2286;32;689;70;459;80;1249;50;492;32;0;0;372;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.05.020 - LATEX ACR FOSCO CROMANIL BRANCO GL;UNIDA;224;119;150;R$ 12.175;86;31;60%;R$ 4.854;97;;R$ 7.320;89;15079;20%;;85;70;2534;95;2636;65;3123;21;1374;42;1622;68;798;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.05.009 - CROMANIL FSC ANIL 3 LT;UNIDA;51;10;12;R$ 11.836;0;30;80%;R$ 5.351;16;;R$ 6.484;84;12118;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2116;0;1080;0;3240;0;0;0;0;0;3240;0;2160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.05.018 - CROMANIL CHROMA KEY VERDE LATA;UNIDA;11;6;11;R$ 11.800;0;30;70%;R$ 4.905;23;;R$ 6.894;77;14056;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3240;0;2160;0;4320;0;1080;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.077 - TEXTURA CROMANIL RELEVO ANIL  LT;UNIDA;11;11;12;R$ 11.541;35;30;0%;R$ 1.548;48;;R$ 9.992;87;64533;40%;;0;0;0;0;0;0;998;0;0;0;998;0;0;0;1996;0;1996;0;0;0;1956;8;0;0;0;0;0;0;0;0;0;0;963;27;0;0;0;0;0;0;0;0;878;0;0;0;878;0;0;0;0;0;0;0;0;0;878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.05.021 - CROMANIL ACR FOSCO PREMIUM BRANCO LT;UNIDA;220;18;37;R$ 11.496;98;29;90%;R$ 5.925;16;;R$ 5.571;82;9403;70%;;11496;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20.02.005 - ESMALTE LUKS FOSCO BRANCO BASE AGUA GL;UNIDA;90;90;105;R$ 11.253;93;29;20%;R$ 6.732;71;;R$ 4.521;22;6715;30%;;264;82;264;82;662;5;1127;15;469;71;554;24;115;80;755;10;319;82;323;70;640;93;323;70;419;73;105;20;526;0;199;40;405;59;693;91;0;0;498;50;494;20;697;90;99;70;299;10;99;70;295;96;0;0;498;50;98;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25.09.002 - FITA CREPE  25 X 50 MM;UNIDA;787;787;1533;R$ 11.222;56;29;20%;R$ 4.492;37;;R$ 6.730;19;14981;40%;;453;57;640;81;709;38;623;63;311;84;381;16;255;18;334;48;501;52;371;62;408;83;336;32;377;77;547;9;402;97;436;12;487;58;245;66;237;96;439;40;200;48;442;3;373;14;500;30;410;47;63;16;30;61;470;9;229;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
99.99.998 - KIT CIMENTO QUEIMADO 1/4 TRADICIONAL;UNIDA;1;83;88;R$ 11.104;59;28;90%;R$ 9.000;68;;R$ 2.103;91;2337;50%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;5;2225;81;1741;51;1119;99;3083;19;1962;4;836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14.01.001 - TEXTURA CRISTALINE CORES MEDIAS DECOR E ART 25KG;UNIDA;2;2;68;R$ 10.569;0;27;50%;R$ 3.685;60;;R$ 6.883;40;18676;50%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25.15.003 - LONA PLASTICA PRETA 4X50MT;UNIDA;79;79;87;R$ 9.888;57;25;70%;R$ 7.025;54;;R$ 2.863;3;4075;20%;;0;0;395;20;387;30;187;72;387;23;557;40;896;83;457;80;466;84;467;46;392;0;385;65;290;79;294;0;196;0;677;6;95;0;0;0;0;0;567;14;284;56;190;0;475;0;572;59;410;0;0;0;190;0;380;0;285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.027 - TEXTURA CROMANIL   TRADICIONAL  LATA;UNIDA;48;5;13;R$ 9.867;56;25;60%;R$ 2.586;48;;R$ 7.281;8;28150;50%;;950;0;0;0;0;0;0;0;849;90;0;0;0;0;2322;6;5745;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
99.99.998 - KIT GL CIMENTO QUEIMADO TRADICIONAL;UNIDA;1;31;32;R$ 9.854;11;25;60%;R$ 3.669;76;;R$ 6.184;35;16852;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8385;76;1468;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10.03.001 - EPOXI BRANCO BRAZILIAN GL;UNIDA;44;33;52;R$ 9.826;11;25;50%;R$ 4.003;45;;R$ 5.822;66;14544;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;593;2;406;50;387;58;199;80;0;0;799;20;1385;92;1798;20;1156;58;193;80;581;40;563;26;387;48;146;2;0;0;0;0;358;0;175;42;0;0;0;0;693;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20.08.008 - AGUA RAZ LUKS 900ML;UNIDA;499;499;578;R$ 9.779;88;25;40%;R$ 4.381;15;;R$ 5.398;73;12322;60%;;343;18;698;60;565;69;637;61;378;78;408;34;554;47;549;1;523;8;219;29;429;17;347;40;673;10;495;15;393;52;444;24;523;24;348;61;268;89;332;87;312;35;285;59;47;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.113 - KIT 1/4 CIMENTO QUEIMADO NUVENS DE CHUVA;UNIDA;70;70;78;R$ 9.468;40;24;60%;R$ 8.151;0;;R$ 1.317;40;1616;20%;;259;40;115;80;228;13;241;10;115;80;347;40;231;60;109;70;369;10;306;18;101;30;104;50;209;0;104;50;776;65;1426;64;3217;35;973;89;230;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
02.01.021 - KIT COMPEL ANTI RESPINGO N§ 8;UNIDA;351;296;311;R$ 9.299;12;24;20%;R$ 2.342;42;;R$ 6.956;70;29698;80%;;138;55;34;90;34;90;34;90;104;70;172;46;138;55;0;0;0;0;353;5;149;50;316;48;504;70;533;99;625;55;918;22;676;92;829;52;388;2;89;10;471;80;647;75;237;60;267;30;535;95;294;98;59;40;413;63;326;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.001 - KIT CIMENTO QUEIMADO 1/4 + VERNIZ 1/4;UNIDA;84;80;89;R$ 9.298;2;24;20%;R$ 9.286;40;;R$ 11;62;12;50%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;0;0;0;0;0;0;0;0;0;835;82;5863;80;2389;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25.07.001 - ESMALTE FLUOR ECO 1/4;UNIDA;48;44;72;R$ 9.063;2;23;50%;R$ 5.640;0;;R$ 3.423;2;6069;20%;;0;0;0;0;0;0;0;0;276;72;0;0;0;0;636;61;509;0;0;0;118;0;826;0;479;53;153;50;354;0;399;0;359;66;159;90;284;6;354;0;423;78;0;0;0;0;907;69;236;0;1523;57;0;0;236;0;826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35.01.013 - UNIVERSO ACRILICO FOSCO PREMIUM TERRACOTA  LATA;LATA;1;1;30;R$ 8.910;0;23;20%;R$ 5.870;99;;R$ 3.039;1;5176;30%;;8910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.09.010 - VERNIZ ACRILICO FOSCO ACET CROMANIL 1/4;UNIDA;1004;249;301;R$ 8.870;57;23;0%;R$ 1.661;60;;R$ 7.208;97;43385;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;617;4;1312;51;710;13;1310;10;1172;32;638;40;931;0;1356;60;822;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25.17.003 - MASSA ACRILICA SUVINIL LT;UNIDA;33;33;54;R$ 8.858;63;23;0%;R$ 6.643;36;;R$ 2.215;27;3334;60%;;194;80;389;60;959;17;183;5;0;0;0;0;1769;0;0;0;0;0;1434;27;625;21;471;84;0;0;159;90;159;90;319;80;0;0;0;0;0;0;159;90;695;0;159;90;52;62;319;80;159;90;159;90;0;0;165;27;319;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12.03.002 - LATEX CORAL RENDE MUITO GL;UNIDA;97;97;108;R$ 8.759;28;22;80%;R$ 5.153;6;;R$ 3.606;22;6998;20%;;108;40;97;55;292;65;0;0;848;30;114;37;351;48;790;93;262;15;310;85;790;14;551;73;560;5;0;0;0;0;0;0;0;0;606;10;158;71;709;36;551;84;0;0;308;0;397;50;316;35;0;0;0;0;155;82;477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.006 - CROMANIL ESMALTE ACET ANIL INTENSO (3) GL;UNIDA;31;22;26;R$ 8.675;19;22;50%;R$ 2.210;0;;R$ 6.465;19;29254;30%;;319;23;0;0;1038;26;0;0;324;95;654;56;335;0;1003;32;1004;97;335;0;659;95;670;0;1675;0;0;0;330;0;0;0;0;0;0;0;0;0;0;0;324;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CROMIO - A2 - SELFCOLOR - FOSCO COMPLETO;16L;1574;37;43;R$ 8.523;72;22;10%;R$ 5.868;40;;R$ 2.655;32;4524;80%;;63;98;246;27;185;76;431;15;735;92;331;87;54;88;1291;38;772;85;49;23;1028;83;770;96;0;0;0;0;49;27;905;0;0;0;905;18;452;59;0;0;0;0;42;55;42;55;125;19;0;0;0;0;0;0;0;0;38;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.05.008 - CROMANIL FSC ANIL 3 GL;UNIDA;138;23;31;R$ 8.350;32;21;70%;R$ 3.037;7;;R$ 5.313;25;17494;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;12;2700;0;1879;20;810;0;270;0;810;0;1620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18.01.003 - RESINA HYDRONORTHY  FOSCA LT;UNIDA;12;12;16;R$ 8.238;15;21;40%;R$ 5.377;89;;R$ 2.860;26;5318;60%;;0;0;632;0;0;0;1074;7;548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473;39;512;90;0;0;3066;80;0;0;499;0;0;0;982;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.074 - TEXTURA CROMANIL RELEVO  LT 18;UNIDA;6;6;10;R$ 8.078;26;21;0%;R$ 1.000;0;;R$ 7.078;26;70782;60%;;0;0;0;0;0;0;824;90;849;90;0;0;0;0;0;0;0;0;0;0;0;0;4009;46;2394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.09.012 - VERNIZ ACRILICO FOSCO ACET CROMANIL LATA;UNIDA;41;11;27;R$ 8.034;96;20;90%;R$ 3.025;26;;R$ 5.009;70;16559;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2691;0;0;0;2691;0;1739;0;0;0;0;0;299;0;614;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.006 - CROMANIL ESMALTE ACET ANIL 3 GL;UNIDA;31;9;24;R$ 7.838;95;20;40%;R$ 2.040;0;;R$ 5.798;95;28426;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1900;0;630;0;964;0;670;0;3004;95;670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.098 - LUMINUZ PRATA GL;UNIDA;41;41;46;R$ 7.697;37;20;0%;R$ 7.346;20;;R$ 351;17;478;0%;;0;0;0;0;536;41;178;80;0;0;0;0;389;55;0;0;169;70;0;0;164;61;479;40;0;0;313;91;908;15;696;0;492;61;373;77;337;67;182;38;186;11;159;70;319;40;371;90;159;70;159;70;479;10;159;70;479;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.05.009 - LATEX ACR FOSCO CROMANIL ANIL INTENSO (3) LT;UNIDA;51;7;7;R$ 7.655;4;19;90%;R$ 1.968;13;;R$ 5.686;91;28895;0%;;0;0;2255;0;2285;44;0;0;1089;60;1135;0;890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25.13.009 - SUVINIL LATEX PVA MAX BRANCO GL;UNIDA;67;67;73;R$ 7.622;80;19;80%;R$ 5.209;68;;R$ 2.413;12;4632;0%;;276;48;0;0;144;60;723;0;283;42;0;0;387;0;85;70;299;70;398;71;196;80;185;90;776;62;299;70;199;80;1047;92;95;70;191;40;0;0;286;59;90;89;730;87;210;0;0;0;178;0;89;0;0;0;178;0;267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.11.018 - METALATEX ELASTIC BASE XY;UNIDA;8;1;12;R$ 7.613;40;19;80%;R$ 3.876;84;;R$ 3.736;56;9638;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7613;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.05.020 - CROMANIL FSC BRANCO GL;UNIDA;224;93;108;R$ 7.598;72;19;70%;R$ 3.780;0;;R$ 3.818;72;10102;40%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;908;94;833;57;787;42;909;58;1530;0;648;0;583;20;868;24;380;54;69;98;79;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.116 - KIT GL CIMENTO QUEIMADO GAROA;UNIDA;23;23;24;R$ 7.572;72;19;70%;R$ 6.712;80;;R$ 859;92;1281;0%;;0;0;0;0;0;0;0;0;611;0;296;33;0;0;573;40;0;0;0;0;0;0;0;0;0;0;314;76;1553;6;946;92;1671;52;981;6;624;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.115 - KIT 1/4 CIMENTO QUEIMADO TRADICIONAL CLARO;UNIDA;64;64;68;R$ 7.524;13;19;60%;R$ 7.106;0;;R$ 418;13;588;40%;;125;81;343;93;0;0;115;80;231;60;456;25;115;80;219;40;438;80;661;17;414;87;313;50;411;73;209;0;803;66;868;94;930;53;549;84;313;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.23.018 - NOVA COR PISO CINZA LT;UNIDA;24;24;28;R$ 7.466;54;19;40%;R$ 5.517;85;;R$ 1.948;69;3531;60%;;1653;34;0;0;0;0;0;0;0;0;0;0;843;0;371;79;0;0;0;0;269;90;1079;60;0;0;1068;80;0;0;0;0;771;90;239;70;0;0;0;0;230;0;0;0;239;70;230;11;239;70;0;0;0;0;0;0;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.10.003 - METALATEX REQ BRANCO GL;UNIDA;49;49;55;R$ 7.422;79;19;30%;R$ 4.575;95;;R$ 2.846;84;6221;30%;;0;0;0;0;168;70;173;92;170;82;521;76;1049;30;139;0;845;80;556;0;412;83;0;0;278;0;236;32;377;79;498;62;0;0;127;20;0;0;0;0;127;20;127;20;136;70;136;70;573;41;110;0;0;0;435;52;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25.24.001 - MULTISUPERFICIES BRANCO  GL;UNIDA;44;29;38;R$ 7.397;53;19;20%;R$ 4.710;90;;R$ 2.686;63;5703;0%;;432;75;223;30;223;30;669;90;426;60;210;0;394;40;203;60;634;65;560;70;742;59;186;90;329;28;0;0;186;90;747;60;0;0;0;0;192;58;189;70;663;8;179;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
99.99.998 - KIT CIMENTO QUEIMADO GL NUVENS DE CHUVA;UNIDA;1;21;24;R$ 7.191;10;18;70%;R$ 6.622;10;;R$ 569;0;859;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;47;319;25;1262;16;1233;66;1509;60;1715;86;839;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.24.021 - SUMADUR KIT MUNSELL N 6;5;UNIDA;2;1;10;R$ 7.144;80;18;60%;R$ 4.767;;97;R$ 2.376;83;4985;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7144;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZZ.SW.000 - PALHA - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;22;29;R$ 6.977;52;18;10%;R$ 5.442;79;;R$ 1.534;73;2819;70%;;0;0;132;98;0;0;0;0;42;51;0;0;256;42;38;76;0;0;0;0;0;0;0;0;0;0;1813;6;414;85;150;5;34;24;0;0;0;0;95;71;95;71;0;0;0;0;1803;37;2099;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.109 - KIT LATA CIMENTO QUEIMADO TRADICIONAL;UNIDA;6;6;6;R$ 6.871;15;17;90%;R$ 1.800;0;;R$ 5.071;15;28173;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1170;0;0;0;0;0;1077;0;0;0;0;0;0;0;0;0;3382;15;1242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
07.12.005 - ROLO ANTI GOTA ATLAS 23 CM;UNIDA;216;216;262;R$ 6.792;46;17;60%;R$ 3.364;59;;R$ 3.427;87;10188;10%;;216;69;295;24;395;47;374;45;188;30;532;99;213;63;590;19;236;10;256;58;128;72;258;22;129;48;281;22;166;70;292;92;426;52;231;54;413;38;360;5;232;58;126;20;25;90;367;59;0;0;25;90;0;0;25;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.04.026 - ESMALTE NOVA COR ACET BRANCO GL;UNIDA;47;47;69;R$ 6.785;14;17;60%;R$ 3.910;51;;R$ 2.874;63;7351;0%;;338;70;1420;30;375;92;575;40;95;90;93;2;461;54;93;50;269;70;256;21;89;90;177;10;517;1;89;90;0;0;378;76;0;0;0;0;284;10;183;70;189;40;94;70;800;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.062 - TEXTURA CROMANIL  TOSCANA LT;UNIDA;5;5;8;R$ 6.783;0;17;60%;R$ 800;0;;R$ 5.983;0;74787;50%;;2793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2394;0;0;0;0;0;0;0;0;0;1596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.10.004 - METALATEX REQ BRANCO LT;UNIDA;15;15;15;R$ 6.715;49;17;40%;R$ 4.984;1;;R$ 1.731;48;3474;10%;;558;72;0;0;529;4;545;40;0;0;0;0;0;0;916;50;0;0;424;86;0;0;876;0;0;0;0;0;435;0;409;30;435;0;0;0;0;0;0;0;399;0;417;90;0;0;409;48;0;0;0;0;359;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25.07.020 - ESMALTE FLUOR ECO CITRUS 3;6 LTS;UNIDA;16;11;16;R$ 6.684;22;17;40%;R$ 6.384;;0;R$ 300;22;470;30%;;0;0;0;0;0;0;0;0;0;0;0;0;399;0;0;0;0;0;0;0;0;0;1197;0;886;14;2544;44;0;0;840;50;418;14;0;0;399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.05.006 - CROMANIL FSC ANIL 2 LT;UNIDA;7;5;7;R$ 6.673;80;17;30%;R$ 2.180;71;;R$ 4.493;9;20603;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1930;60;0;0;0;0;0;0;940;80;0;0;2822;40;0;0;980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20.08.001 - AGUA RAZ LUKS 5L;UNIDA;88;78;90;R$ 6.589;6;17;10%;R$ 3.824;41;;R$ 2.764;65;7229;0%;;361;69;550;14;359;97;883;13;647;35;689;28;214;94;256;61;195;0;316;55;195;0;321;75;126;55;258;5;0;0;130;0;284;41;0;0;0;0;388;64;134;0;207;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.16.002 - MASSA CORRIDA PVA METALATEX GL;UNIDA;217;217;236;R$ 6.513;66;16;90%;R$ 3.596;21;;R$ 2.917;45;8112;60%;;101;70;335;66;156;3;217;0;526;10;179;76;346;90;299;12;230;26;201;44;160;55;215;15;525;95;157;10;124;48;252;0;153;68;151;20;101;88;250;58;100;60;251;80;348;11;189;70;423;73;55;80;0;0;373;68;83;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.033 - TEXTURA CROMANIL  CORES ESCURAS LT;UNIDA;5;5;6;R$ 6.409;55;16;70%;R$ 600;0;;R$ 5.809;55;96825;80%;;0;0;0;0;0;0;3370;0;2100;0;0;0;0;0;939;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.04.036 - ESMALTE NOVA COR FOSCO PRETO GL;UNIDA;47;47;65;R$ 6.392;2;16;60%;R$ 3.978;84;;R$ 2.413;18;6065;0%;;531;60;398;70;544;70;728;14;544;54;847;98;0;0;429;39;0;0;0;0;195;80;293;70;270;38;0;0;0;0;0;0;0;0;0;0;362;0;0;0;90;50;90;50;0;0;485;0;0;0;0;0;0;0;291;0;288;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.022 - TEXTURA CROMANIL   TRADICIONAL CLARO 1/4;UNIDA;304;58;73;R$ 6.363;93;16;50%;R$ 1.065;80;;R$ 5.298;13;49710;40%;;670;90;720;80;869;0;373;60;522;86;697;75;768;81;1607;97;132;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
