Produtos,Embal,Operacoeses_Comerciais,Itens_Vendidos,Quantidade,Valor,% Part.,Custo_Total,Lucrativo-%,Lucrativo-$
12.02.001 - ESMALTE CORALIT TOTAL ACET BRANCO GL ECO,UNIDA,58.00,24.00,31.00,"3,578.00",27.00,9.00,30%,"2,142.00"
31.24.019 - VERNIZ SW MARITIMO FOSCO GL,UNIDA,27.00,27.00,37.00,"3,568.00",79.00,9.00,30%,"2,126.00"
31.23.014 - NOVA COR PISO CINZA  CHUMBO LT,UNIDA,11.00,11.00,13.00,"3,564.00",99.00,9.00,30%,"2,723.00"
22.02.001 - TELHA FRIA MACTRA LT,UNIDA,6.00,6.00,9.00,"3,544.00",4.00,9.00,20%,"2,190.00"
31.23.009 - NOVA COR PISO BRANCO GL,UNIDA,37.00,37.00,41.00,"3,542.00",61.00,9.00,20%,"2,100.00"
25.10.013 - SUVINIL TOQUE DE SEDA LATA,UNIDA,7.00,7.00,7.00,"3,541.00",86.00,9.00,20%,"2,906.00"
13.07.020 - TEXTURA CROMANIL  BURACO NEGRO GL,UNIDA,13.00,13.00,15.00,"3,534.00",24.00,9.00,20%,"1,977.00"
13.07.112 - KIT 1/4 CIMENTO QUEIMADO GAROA,UNIDA,27.00,27.00,29.00,"3,525.00",33.00,9.00,20%,"3,030.00"
ZZ.SV.000 - CINZA ASFALTO - C2 - SELFCOLOR - FOSCO COMPLETO,16L,"1,574.00",7.00,8.00,"3,499.00",1.00,9.00,10%,"2,294.00"
31.17.004 - SELADOR ACRILICO METALATEX LT,UNIDA,20.00,20.00,23.00,"3,488.00",83.00,9.00,10%,"2,152.00"
25.24.001 - EPOXI SUVINIL BANHEIRO E COZINHA   GL,UNIDA,44.00,15.00,21.00,"3,474.00",48.00,9.00,0%,"2,361.00"
20.01.001 - ESMALTE LUKS FOSCO BRANCO BASE AGUA 1/4,UNIDA,82.00,82.00,92.00,"3,411.00",7.00,8.00,90%,"1,677.00"
25.23.001 - MULTISUPERFICIES BRANCO 1/4,UNIDA,62.00,49.00,52.00,"3,409.00",46.00,8.00,90%,"1,991.00"
13.04.009 - CROMANIL REQ ANIL INTENSO 3 LT,UNIDA,2.00,2.00,3.00,"3,404.00",0.00,8.00,80%,799.00
03.01.001 - PAPELAO ONDULADO 30MTS,UNIDA,39.00,39.00,45.00,"3,402.00",48.00,8.00,80%,"1,796.00"
13.07.094 - LUMINUZ HOLOGRAFICO GL,UNIDA,11.00,11.00,12.00,"3,399.00",49.00,8.00,80%,"3,108.00"
31.11.038 - METALATEX FSC  VERMELHO RUSTICO LT,UNIDA,1.00,1.00,9.00,"3,385.00",53.00,8.00,80%,"2,334.00"
25.18.002 - MASSA CORRIDA PVA SUVINIL GL,UNIDA,93.00,94.00,103.00,"3,383.00",87.00,8.00,80%,"2,514.00"
ZZ.SV.000 - TESOURO PERDIDO - A2 - SELFCOLOR - FOSCO COMPLETO,16L,"1,574.00",5.00,6.00,"3,367.00",86.00,8.00,80%,"2,522.00"
13.07.007 - TEXTURA CROMANIL   1/4,UNIDA,24.00,24.00,39.00,"3,310.00",35.00,8.00,60%,394.00
13.05.006 - LATEX ACR FOSCO CROMANIL ANIL (2) LT,UNIDA,7.00,2.00,3.00,"3,307.00",0.00,8.00,60%,934.00
02.01.001 - BANDEJA  PQ,UNIDA,287.00,287.00,332.00,"3,287.00",9.00,8.00,50%,650.00
13.07.076 - TEXTURA CROMANIL RELEVO ANIL  GL,UNIDA,12.00,12.00,14.00,"3,267.00",53.00,8.00,50%,441.00
31.23.013 - NOVA COR PISO CINZA  CHUMBO GL,UNIDA,36.00,36.00,40.00,"3,258.00",65.00,8.00,50%,"1,868.00"
31.23.021 - NOVA COR PISO CONCRETO LT,UNIDA,10.00,10.00,12.00,"3,244.00",41.00,8.00,40%,"2,373.00"
13.07.056 - TEXTURA CROMANIL  OUTONO LT,UNIDA,3.00,3.00,4.00,"3,243.00",90.00,8.00,40%,"1,098.00"
25.07.018 - ESMALTE SUVINIL ACETINADO BRANCO GL,UNIDA,21.00,21.00,27.00,"3,239.00",50.00,8.00,40%,"2,148.00"
31.07.014 - GALVITE  SW GL,UNIDA,16.00,16.00,22.00,"3,226.00",9.00,8.00,40%,"1,953.00"
12.01.002 - ESMALTE CORALIT ULTRA ACET BRANCO GL SOLV,UNIDA,50.00,19.00,27.00,"3,215.00",84.00,8.00,40%,"1,904.00"
20.08.007 - SOLVENTE 237 LUKS GL,UNIDA,35.00,29.00,34.00,"3,181.00",35.00,8.00,30%,"1,730.00"
31.16.001 - MASSA CORRIDA PVA METALATEX 1/4,UNIDA,256.00,256.00,264.00,"3,177.00",63.00,8.00,30%,"1,194.00"
30.05.002 - POLIDECK NATURAL GL,UNIDA,13.00,13.00,15.00,"3,159.00",18.00,8.00,20%,"2,082.00"
07.10.002 - ROLO ESPUMA ATLAS 09 CM,UNIDA,291.00,291.00,452.00,"3,154.00",80.00,8.00,20%,"1,178.00"
ZZ.SW.000 - DARMA - XY - SHERWIN - M-LTX REQUINTE SUPER,GALAO,"1,687.00",10.00,12.00,"3,123.00",96.00,8.00,10%,"2,367.00"
ZZ.SV.000 - PAPEL PICADO - A2 - SELFCOLOR - FOSCO COMPLETO,16L,"1,574.00",15.00,18.00,"3,072.00",92.00,8.00,0%,"2,302.00"
31.04.002 - ESMALTE METALATEX ACET BRANCO GL,UNIDA,24.00,24.00,30.00,"3,045.00",66.00,7.00,90%,"1,815.00"
31.11.004 - METALATEX FSC  GELO LT,UNIDA,8.00,8.00,9.00,"3,027.00",79.00,7.00,90%,"2,352.00"
20.04.002 - FUNDO BRANCO FOSCO UNIVERSAL LUKS ECO GL,UNIDA,19.00,19.00,27.00,"3,017.00",28.00,7.00,80%,"1,721.00"
13.09.016 - VERNIZ ACRILICO SEMI BRILHO CROMANIL 900 ML,UNIDA,89.00,89.00,101.00,"3,002.00",39.00,7.00,80%,"1,010.00"
12.03.004 - CETOL BRILHANTE IMBUIA GL,UNIDA,2.00,2.00,11.00,"2,968.00",90.00,7.00,70%,"2,968.00"
13.07.093 - LUMINUZ HOLOGRAFICO 1/4,UNIDA,29.00,29.00,31.00,"2,965.00",3.00,7.00,70%,"2,786.00"
31.10.001 - METALATEX BACKTERKILL ACET BRANCO 1/4,UNIDA,63.00,63.00,68.00,"2,955.00",67.00,7.00,70%,"1,836.00"
07.10.003 - ROLO ESPUMA ATLAS 15 CM,UNIDA,228.00,228.00,333.00,"2,921.00",97.00,7.00,60%,"1,365.00"
14.01.002 - TEXTURA CRISTALINE BRANCA DECOR 40 KG,UNIDA,1.00,1.00,21.00,"2,901.00",78.00,7.00,50%,"1,544.00"
13.09.015 - VERNIZ ACRILICO ACETINADO CROMANIL 18 LTS,UNIDA,7.00,7.00,8.00,"2,899.00",32.00,7.00,50%,"1,119.00"
ZZ.SV.000 - GELO - A2 - READY MIX - FOSCO COMPLETO,16L,"1,574.00",10.00,12.00,"2,873.00",77.00,7.00,50%,"2,144.00"
31.20.004 - TEXTURA RELEVO ZW,UNIDA,6.00,6.00,18.00,"2,873.00",70.00,7.00,50%,"1,928.00"
09.04.001 - GESSO 1 KG,UNIDA,375.00,375.00,823.00,"2,872.00",85.00,7.00,50%,"1,152.00"
13.02.005 - CROMANIL ESMALTE ACET ANIL INTENSO (3)  1/4,UNIDA,29.00,23.00,26.00,"2,862.00",85.00,7.00,40%,"2,990.00"
25.13.008 - SUVINIL LATEX PVA MAX BRANCO 1/4,UNIDA,69.00,69.00,72.00,"2,848.00",69.00,7.00,40%,"1,505.00"
02.01.018 - CACAMBA COMPEL,UNIDA,123.00,105.00,127.00,"2,844.00",63.00,7.00,40%,"1,108.00"
12.03.001 - LATEX CORAL RENDE MUITO 1/4,UNIDA,96.00,90.00,93.00,"2,828.00",45.00,7.00,30%,"1,606.00"
ZZ.SV.000 - CROMIO - A2 - SELFCOLOR - TOQUE DE SEDA,16L,"1,574.00",13.00,15.00,"2,823.00",92.00,7.00,30%,"1,868.00"
31.24.018 - VERNIZ SW MARITIMO FOSCO 1/4,UNIDA,72.00,72.00,77.00,"2,817.00",63.00,7.00,30%,"1,511.00"
13.05.018 - CROMANIL VERDE CHROMA KEY  LT,UNIDA,11.00,3.00,3.00,"2,800.00",0.00,7.00,30%,"1,337.00"
13.05.007 - LATEX ACR FOSCO CROMANIL ANIL INTENSO (3) 1/4,UNIDA,78.00,26.00,27.00,"2,796.00",33.00,7.00,30%,829.00
13.07.091 - LUMINUZ FURTACOR ESVERDEADO 1/4,UNIDA,32.00,32.00,34.00,"2,764.00",76.00,7.00,20%,"2,376.00"
07.15.017 - TRINCHA ATLAS 396  2,UNIDA,165.00,165.00,233.00,"2,733.00",11.00,7.00,10%,821.00
07.11.003 - ROLO RESIMAX ATLAS 15 CM,UNIDA,130.00,116.00,134.00,"2,713.00",14.00,7.00,0%,"1,511.00"
31.03.003 - GRAFITE CLARO NOVA COR GL,UNIDA,26.00,26.00,31.00,"2,676.00",40.00,7.00,0%,"1,572.00"
16.02.003 - FITA CREPE AZUL 48 X 50,UNIDA,53.00,47.00,88.00,"2,674.00",44.00,6.00,90%,"1,379.00"
10.03.001 - EPOXI BRANCO BRAZILIAN GL (CATALIZADOR SEPARADO),UNIDA,44.00,10.00,13.00,"2,671.00",22.00,6.00,90%,"1,395.00"
15.07.002 - SALDAO GL,UNIDA,35.00,35.00,55.00,"2,647.00",75.00,6.00,90%,"1,375.00"
ZZ.SW.000 - TRINCA-FERRO - Z - SHERWIN - NOVO M-LTX ACR FS,LATA,"1,687.00",4.00,5.00,"2,622.00",71.00,6.00,80%,"1,999.00"
13.04.008 - LATEX ACR ACET CROMANIL ANIL INTENSO (3) GL,UNIDA,11.00,8.00,10.00,"2,592.00",19.00,6.00,70%,582.00
31.11.028 - NOVA COR FOSCO BRANCO COBRE MAIS LATA,UNIDA,63.00,8.00,10.00,"2,583.00",39.00,6.00,70%,"1,729.00"
ZZ.SV.000 - MARROM-LUXO - C2 - SELFCOLOR - FOSCO COMPLETO,16L,"1,574.00",5.00,6.00,"2,564.00",99.00,6.00,70%,"1,922.00"
31.11.018 - METALATEX FSC X Y LATA 16LT,UNIDA,8.00,7.00,9.00,"2,564.00",49.00,6.00,70%,"1,580.00"
12.03.011 - LATEX CORAL RENOVA  LT,UNIDA,7.00,7.00,9.00,"2,564.00",1.00,6.00,70%,"2,062.00"
30.05.008 - POLISTEN TRANSPARENTE GL,UNIDA,17.00,17.00,24.00,"2,530.00",55.00,6.00,60%,"1,530.00"
02.01.011 - ROLO ANTI GOTA COMPEL 15 CM,UNIDA,193.00,193.00,213.00,"2,515.00",96.00,6.00,50%,539.00
31.11.036 - NOVA COR PISO PRETO 1/4,UNIDA,84.00,84.00,88.00,"2,504.00",30.00,6.00,50%,"1,338.00"
31.11.005 - METALATEX FSC  TERRA COTA GL,UNIDA,18.00,18.00,19.00,"2,495.00",94.00,6.00,50%,"1,421.00"
11.03.106 - SPRAY USO GERAL BRANCO FOSCO,UNIDA,87.00,87.00,113.00,"2,494.00",20.00,6.00,50%,"1,394.00"
31.24.005 - VERNIZ SW FILTRO SOLAR ACETINADO GL,UNIDA,13.00,13.00,18.00,"2,487.00",63.00,6.00,50%,"1,569.00"
05.08.003 - VERNIZ SOLGARD ACETINADO GL,UNIDA,12.00,12.00,15.00,"2,459.00",47.00,6.00,40%,"1,380.00"
33.03.003 - ROLO ESPUMA TIGRE 09 CM,UNIDA,237.00,237.00,377.00,"2,439.00",43.00,6.00,30%,726.00
13.07.058 - TEXTURA CROMANIL  TERRACOTA GL,UNIDA,9.00,9.00,12.00,"2,415.00",62.00,6.00,30%,"1,574.00"
ZZ.SW.000 - ESCRITA ANTIGA - W - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",7.00,8.00,"2,410.00",18.00,6.00,30%,"1,562.00"
18.01.005 - RESINA HYDRONORTHY BRILHANTE GL,UNIDA,14.00,14.00,19.00,"2,402.00",80.00,6.00,20%,"1,344.00"
18.01.006 - RESINA HYDRONORTHY BRILHANTE LT,UNIDA,5.00,5.00,5.00,"2,390.00",58.00,6.00,20%,"1,537.00"
ZZ.SW.000 - ALPACA - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",11.00,12.00,"2,383.00",35.00,6.00,20%,"1,548.00"
ZZ.SV.000 - OURO BRANCO - A2 - SELFCOLOR - FOSCO COMPLETO,16L,"1,574.00",14.00,15.00,"2,382.00",33.00,6.00,20%,"1,665.00"
35.01.001 - MASSA CORRIDA PVA DACAR LATA 25KG,LATA,33.00,23.00,40.00,"2,377.00",62.00,6.00,20%,"1,519.00"
02.07.003 - CABO DE GAIOLA COMPEL,UNIDA,193.00,193.00,235.00,"2,351.00",96.00,6.00,10%,"1,309.00"
31.23.001 - NOVA COR PISO AMARELO  DEMARCACAO GL,UNIDA,23.00,23.00,27.00,"2,350.00",66.00,6.00,10%,"1,346.00"
13.07.059 - TEXTURA CROMANIL  TERRACOTA LT,UNIDA,3.00,3.00,3.00,"2,346.00",12.00,6.00,10%,998.00
31.03.005 - GRAFITE ESCURO NOVA COR GL,UNIDA,32.00,25.00,29.00,"2,335.00",64.00,6.00,10%,"1,421.00"
16.03.029 - LIXA MASSA 220,UNIDA,421.00,375.00,"2,277.00","2,330.00",16.00,6.00,10%,917.00
13.05.019 - LATEX ACR FOSCO CROMANIL BRANCO 1/4,UNIDA,165.00,76.00,86.00,"2,321.00",47.00,6.00,0%,790.00
13.07.014 - TEXTURA CROMANIL  ANIL  GL,UNIDA,12.00,12.00,12.00,"2,306.00",44.00,6.00,0%,331.00
ZZ.SW.000 - AZUL DINAMICO - Z - SHERWIN - NOVO M-LTX ACR FS,LATA,"1,687.00",3.00,4.00,"2,305.00",34.00,6.00,0%,"1,572.00"
12.03.005 - EPOXI WANDA BRANCO GL(CATALIZADOR SEPARADO),UNIDA,12.00,6.00,9.00,"2,301.00",63.00,6.00,0%,"1,345.00"
13.07.080 - TEXTURA CROMANIL RELEVO ANIL C/ GLITTER LT,UNIDA,1.00,1.00,2.00,"2,300.00",0.00,6.00,0%,316.00
04.01.004 - TEXTURA ACRILICA LISA ANDRAPAR 25KG - 11 M2,UNIDA,31.00,31.00,39.00,"2,285.00",81.00,5.00,90%,"1,511.00"
04.01.003 - TEXTURA ACRILICA GRAFIATO ANDRAPAR 25KG - 6 M|,UNIDA,29.00,29.00,42.00,"2,282.00",61.00,5.00,90%,"1,401.00"
12.03.016 - MASSA ACRILICA CORAL LT 25KG,UNIDA,15.00,14.00,16.00,"2,217.00",52.00,5.00,80%,"1,563.00"
25.17.002 - MASSA ACRILICA SUVINIL GL,UNIDA,36.00,36.00,42.00,"2,210.00",4.00,5.00,70%,"1,586.00"
20.01.002 - ESMALTE LUKS FOSCO PRETO BASE AGUA 1/4,UNIDA,53.00,53.00,59.00,"2,208.00",55.00,5.00,70%,"1,053.00"
99.99.998 - KIT CIMENTO QUEIMADO 1/4 GAROA,UNIDA,1.00,16.00,19.00,"2,199.00",19.00,5.00,70%,"1,985.00"
31.04.034 - ESMALTE NOVA COR BRILH BRANCO GL,UNIDA,13.00,13.00,27.00,"2,195.00",1.00,5.00,70%,"1,328.00"
07.01.006 - CABO DE GAIOLA ATLAS,UNIDA,192.00,187.00,212.00,"2,191.00",10.00,5.00,70%,"1,065.00"
ZZ.SW.000 - FIO DE LA - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",8.00,11.00,"2,188.00",59.00,5.00,70%,"1,631.00"
12.03.098 - RENOVA AZULEJO AC BRANCO GL,UNIDA,7.00,7.00,8.00,"2,182.00",19.00,5.00,70%,"1,280.00"
ZZ.SV.000 - CALOPSITA - A2 - SELFCOLOR - FOSCO COMPLETO,16L,"1,574.00",12.00,14.00,"2,180.00",36.00,5.00,70%,"1,565.00"
ZZ.SW.000 - BEGE FAVORITO - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",8.00,11.00,"2,180.00",19.00,5.00,70%,"1,570.00"
13.07.005 - KIT LATA CIMENTO QUEIMADO TRADICIONAL CLARO,UNIDA,18.00,2.00,2.00,"2,169.00",69.00,5.00,60%,600.00
13.07.019 - TEXTURA CROMANIL  BURACO NEGRO 1/4,UNIDA,16.00,16.00,19.00,"2,159.00",67.00,5.00,60%,503.00
99.99.998 - KIT CIMENTO QUEIMADO 1/4 + CLARO,UNIDA,1.00,17.00,19.00,"2,144.00",32.00,5.00,60%,"1,836.00"
ZZ.SH.000 - TACO DE GOLFE - LANGUAGE OF COLORS - - DECORA MATTE FO,16L,231.00,4.00,5.00,"2,140.00",40.00,5.00,60%,"1,510.00"
13.07.036 - TEXTURA CROMANIL  ENFERRUJADA LT,UNIDA,2.00,2.00,2.00,"2,133.00",16.00,5.00,50%,200.00
07.12.003 - ROLO ANTI GOTA ATLAS 09 CM,UNIDA,115.00,115.00,157.00,"2,097.00",99.00,5.00,50%,"1,046.00"
ZZ.SH.000 - TERRACOTA SUAVE - RM - READY MIX - DECORA MATTE FO,16L,231.00,1.00,3.00,"2,095.00",0.00,5.00,40%,"1,431.00"
13.05.019 - CROMANIL FSC BRANCO 1/4,UNIDA,165.00,84.00,88.00,"2,092.00",27.00,5.00,40%,999.00
99.99.998 - KIT GL CIMENTO QUEIMADO TRADICIONAL CLARO,UNIDA,1.00,7.00,7.00,"2,086.00",48.00,5.00,40%,802.00
25.07.002 - ESMALTE FLUOR ECO LARANJA (PUKET) 3,6 LTS,UNIDA,61.00,4.00,5.00,"2,085.00",64.00,5,0.40
25.07.020 - ESMALTE FLUOR ECO CITRUS (PUKET) 3,6 LTS,UNIDA,16.00,5.00,5.00,"2,075.00",35.00,5,0.40
13.05.004 - CROMANIL FSC ANIL 2 1/4,UNIDA,27.00,22.00,23.00,"2,070.00",0.00,5.00,40%,468.00
11.03.049 - SPRAY ARTE URBANA PRETO,UNIDA,71.00,71.00,96.00,"2,058.00",86.00,5.00,30%,"1,309.00"
ZZ.SW.000 - ARMANHAQUE - F - SHERWIN - NOVACOR ACR FS,LATA,"1,687.00",1.00,5.00,"2,058.00",70.00,5.00,30%,"1,395.00"
ZZ.SV.000 - VERDE COLONIAL - C2 - READY MIX - FOSCO COMPLETO,16L,"1,574.00",5.00,6.00,"2,046.00",70.00,5.00,30%,"1,269.00"
07.15.016 - TRINCHA ATLAS 396  11/2,UNIDA,176.00,176.00,230.00,"2,007.00",38.00,5.00,20%,645.00
13.07.012 - TEXTURA CROMANIL  AMOR LT,UNIDA,2.00,2.00,2.00,"1,997.00",0.00,5.00,20%,"1,089.00"
34.01.034 - RESINA FUSEPROTEC SEMI BRILHO LATA,UNIDA,2.00,2.00,3.00,"1,996.00",85.00,5.00,20%,"1,416.00"
ZZ.SV.000 - TAPETE DE JUTA - A2 - SELFCOLOR - FOSCO COMPLETO,16L,"1,574.00",3.00,4.00,"1,996.00",25.00,5.00,20%,"1,499.00"
13.02.010 - CROMANIL ESMALTE ECO ACET ANIL INTENSO (3) GL,UNIDA,5.00,5.00,6.00,"1,984.00",41.00,5.00,20%,510.00
31.04.035 - ESMALTE NOVA COR FOSCO PRETO 1/4,UNIDA,55.00,55.00,62.00,"1,983.00",19.00,5.00,20%,"1,041.00"
12.03.005 - EPOXI WANDA BRANCO GL C/ CATALIZADOR,UNIDA,12.00,5.00,7.00,"1,966.00",74.00,5.00,10%,988.00
20.08.006 - SOLVENTE 237 LUKS 0,900,UNIDA,93.00,81.00,92.00,"1,951.00",47.00,5,0.10
ZZ.SW.000 - COLCHA DE RETALHOS - VY - SHERWIN - NOVO M-LTX ACR FS,LATA,"1,687.00",2.00,3.00,"1,945.00",46.00,5.00,10%,"1,316.00"
ZZ.SW.000 - LUXURIANT GOLD - Z - SHERWIN - M-LTX ESM SINT ACET,GALAO,"1,687.00",2.00,18.00,"1,927.00",80.00,5.00,0%,"1,575.00"
13.07.055 - TEXTURA CROMANIL  OUTONO GL,UNIDA,9.00,9.00,9.00,"1,917.00",49.00,5.00,0%,749.00
25.09.001 - FITA CREPE  18 X 50 MM,UNIDA,204.00,204.00,372.00,"1,916.00",51.00,5.00,0%,723.00
07.15.005 - TRINCHA ATLAS 319  2,UNIDA,181.00,181.00,247.00,"1,913.00",89.00,5.00,0%,878.00
13.02.004 - CROMANIL ESMALTE ACET ANIL (2)  GL,UNIDA,7.00,6.00,6.00,"1,907.00",75.00,5.00,0%,401.00
ZZ.SW.000 - INVERNO CINZENTO - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",8.00,8.00,"1,905.00",91.00,5.00,0%,"1,394.00"
31.23.002 - NOVA COR PISO AMARELO  DEMARCACAO LT,UNIDA,6.00,6.00,7.00,"1,892.00",30.00,4.00,90%,"1,471.00"
31.24.017 - VERNIZ SW MARITIMO BRILHANTE GL,UNIDA,9.00,9.00,17.00,"1,888.00",10.00,4.00,90%,"1,335.00"
13.05.017 - CROMANIL CHROMA KEY VERDE GL,UNIDA,8.00,5.00,7.00,"1,881.00",90.00,4.00,90%,685.00
07.11.002 - ROLO RESIMAX ATLAS 09 CM,UNIDA,113.00,101.00,121.00,"1,868.00",10.00,4.00,90%,873.00
31.07.009 - FUNDO PREPARADOR DE PAREDE ECO GL,UNIDA,17.00,17.00,20.00,"1,839.00",66.00,4.00,80%,"1,049.00"
20.10.001 - MAGNETIC LUKSCOLOR 1/4,UNIDA,9.00,9.00,12.00,"1,838.00",38.00,4.00,80%,"1,074.00"
ZZ.SW.000 - CINZA TRANQUILO SW 7015 MET ACR FOSCO - METALATEX ACRILICO,16L,"1,687.00",3.00,7.00,"1,836.00",69.00,4.00,80%,425.00
16.01.002 - LIXA MASSA 180,UNIDA,330.00,291.00,"1,826.00","1,836.00",65.00,4.00,80%,698.00
13.04.005 - CROMANIL REQ ANIL 2 GL,UNIDA,9.00,7.00,7.00,"1,822.00",3.00,4.00,70%,407.00
ZZ.SV.000 - RECADO DE AMOR - A2 - CORAL - FOSCO COMPLETO,16L,"1,574.00",1.00,4.00,"1,814.00",40.00,4.00,70%,"1,325.00"
18.01.001 - RESINA HYDRONORTHY  FOSCA 1/4,UNIDA,35.00,35.00,38.00,"1,811.00",78.00,4.00,70%,886.00
13.07.029 - TEXTURA CROMANIL  CORES CLARAS GL,UNIDA,9.00,9.00,9.00,"1,800.00",32.00,4.00,70%,574.00
ZZ.SW.000 - POMBA BRANCA - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",9.00,9.00,"1,797.00",70.00,4.00,70%,"1,276.00"
31.24.023 - MACROPOXY 646 CINZA 203M M 3,5 FAST CURE COMP,UNIDA,1.00,1.00,3.00,"1,794.00",72.00,4,0.70
31.24.003 - VERNIZ ACRILICO INCOLOR SW  LATA,UNIDA,8.00,6.00,6.00,"1,784.00",10.00,4.00,60%,"1,243.00"
31.13.007 - METALATEX S/B BRANCO LT,UNIDA,4.00,4.00,4.00,"1,779.00",20.00,4.00,60%,"1,372.00"
07.15.004 - TRINCHA ATLAS 319  11/2,UNIDA,213.00,213.00,266.00,"1,775.00",32.00,4.00,60%,798.00
13.07.024 - TEXTURA CROMANIL   TRADICIONAL CLARO LATA,UNIDA,13.00,2.00,2.00,"1,774.00",40.00,4.00,60%,200.00
02.01.021 - KIT COMPEL ANTI RESPINGO Nõ 8,UNIDA,351.00,52.00,52.00,"1,773.00",16.00,4.00,60%,444.00
05.08.005 - VERNIZ SPARLACK MARITIMO FOSCO GL,UNIDA,15.00,15.00,16.00,"1,770.00",35.00,4.00,60%,"1,010.00"
31.11.017 - METALATEX FSC X Y  GL 3,2 LT,UNIDA,13.00,13.00,17.00,"1,768.00",81.00,4,0.60
ZZ.SW.000 - DARMA - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",11.00,13.00,"1,753.00",76.00,4.00,60%,"1,217.00"
ZZ.SV.000 - CEREJA - C2 - SELFCOLOR - FOSCO COMPLETO,16L,"1,574.00",2.00,3.00,"1,735.00",17.00,4.00,50%,"1,285.00"
13.07.011 - TEXTURA CROMANIL  AMOR GL,UNIDA,7.00,7.00,7.00,"1,735.00",2.00,4.00,50%,"1,295.00"
ZZ.SW.182 - BASE XY NOVO M-LTX ACR FS,GALAO,13.00,13.00,15.00,"1,733.00",62.00,4.00,50%,995.00
15.07.003 - SALDAO LATA,UNIDA,5.00,5.00,7.00,"1,723.00",20.00,4.00,50%,605.00
31.04.005 - ESMALTE METALATEX ECO ACET PRETO 1/4,UNIDA,47.00,47.00,44.00,"1,720.00",72.00,4.00,50%,907.00
35.01.002 - DACAR ACRILICO STANDARD LATA,16L,10.00,8.00,10.00,"1,715.00",23.00,4.00,50%,"1,470.00"
07.12.007 - ROLO LA + POLIESTER ATLAS 23CM,UNIDA,55.00,55.00,71.00,"1,710.00",97.00,4.00,40%,678.00
13.07.037 - TEXTURA CROMANIL  ESPECIARIAS 1/4,UNIDA,17.00,17.00,19.00,"1,707.00",28.00,4.00,40%,496.00
11.03.115 - SPRAY USO GERAL VERNIZ INCOLOR,UNIDA,68.00,68.00,79.00,"1,704.00",21.00,4.00,40%,974.00
ZZ.SW.000 - INSENSATA PAIXAO - W - SHERWIN - M-LTX ESM ECO ACET,GALAO,"1,687.00",1.00,10.00,"1,696.00",51.00,4.00,40%,"1,081.00"
07.07.001 - MASCARA AZUL COM VALVULA ATLAS,UNIDA,55.00,40.00,234.00,"1,693.00",98.00,4.00,40%,479.00
26.03.004 - SOLVENTE 8800 NATRIELLI 5L,UNIDA,16.00,16.00,18.00,"1,690.00",23.00,4.00,40%,851.00
13.07.028 - TEXTURA CROMANIL  CORES CLARAS 1/4,UNIDA,16.00,17.00,20.00,"1,683.00",48.00,4.00,40%,939.00
ZZ.SH.000 - BRANCO GATINHO - LANGUAGE OF COLORS - - DECORA MATTE FO,16L,231.00,3.00,4.00,"1,683.00",20.00,4.00,40%,"1,173.00"
31.11.029 - NOVA COR EXTRA FOSCO BRANCO 500M LATA,UNIDA,6.00,3.00,6.00,"1,679.00",40.00,4.00,40%,"1,175.00"
ZZ.SH.000 - PROMESSA SECRETA - LANGUAGE OF COLORS - - DECORA MATTE FO,16L,231.00,3.00,3.00,"1,676.00",29.00,4.00,40%,"1,172.00"
16.01.001 - LIXA MASSA 120,UNIDA,276.00,249.00,"1,600.00","1,651.00",71.00,4.00,30%,680.00
13.09.017 - VERNIZ ACRILICO SEMI BRILHO CROMANIL 3,6 LTS,UNIDA,17.00,17.00,18.00,"1,649.00",77.00,4,0.30
30.05.006 - POLISTEN CLEAR GL,UNIDA,9.00,9.00,10.00,"1,645.00",5.00,4.00,30%,937.00
ZZ.SW.000 - INVERNO CINZENTO - XY - SHERWIN - M-LTX REQUINTE SUPER,GALAO,"1,687.00",7.00,7.00,"1,638.00",60.00,4.00,30%,"1,115.00"
16.03.027 - LIXA MASSA 100,UNIDA,283.00,242.00,"1,557.00","1,630.00",89.00,4.00,20%,583.00
12.03.013 - LATEX CORAL DECORA LT,UNIDA,5.00,4.00,4.00,"1,628.00",80.00,4.00,20%,"1,104.00"
13.05.005 - LATEX ACR FOSCO CROMANIL ANIL (2) GL,UNIDA,25.00,6.00,6.00,"1,624.00",90.00,4.00,20%,426.00
20.08.005 - SOLVENTE 228 OU 8800 GL,UNIDA,56.00,16.00,21.00,"1,621.00",6.00,4.00,20%,904.00
31.23.004 - NOVA COR PISO AMARELO GL,UNIDA,18.00,18.00,19.00,"1,619.00",52.00,4.00,20%,"1,026.00"
13.07.003 - KIT GL CIMENTO QUEIMADO CORES CLARAS,UNIDA,102.00,4.00,6.00,"1,615.00",15.00,4.00,20%,"1,678.00"
07.15.018 - TRINCHA ATLAS 396  21/2,UNIDA,99.00,99.00,125.00,"1,608.00",26.00,4.00,20%,545.00
