Produtos;Embal;Operacoeses Comerciais;Itens Vendidos;Quantidade;Valor;% Part.;Custo Total;$ Lucrativ.;% Lucrativ.
ZZ.SV.000 - VERDE-FOLHA - C2 - READY MIX - FOSCO COMPLETO;3.2L;1574;1;1;R$ 225;48;0;60%;R$ 129
27.01.007 - SPRAY  COLORART COBRE;UNIDA;9;9;10;R$ 225;0;0;60%;R$ 114
ZZ.SV.000 - ALARANJADO VINTAGE - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 224;73;0;60%;R$ 154
02.01.009 - KIT COMPEL LA COMPLETO N§ 10;UNIDA;11;5;6;R$ 224;66;0;60%;R$ 78
07.01.025 - ESPATULA  ATLAS  6255 ACO CROMADO 7;5 CM;UNIDA;50;14;15;R$ 224;66;0;60%
ZZ.SW.000 - PETROLEO - W - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 224;37;0;60%;R$ 126
ZZ.SW.000 - ATMOSFERA DE MARTE - F - SHERWIN - NOVACOR ACR FS;GALAO;1687;2;2;R$ 224;28;0;60%;R$ 137
15.01.005 - CADEADO PADO 40 MM;UNIDA;8;8;8;R$ 224;20;0;60%;R$ 132
23.02.006 - EXTENSAO  5M;UNIDA;7;7;7;R$ 224;0;0;60%;R$ 87
ZZ.SV.000 - TORRE DE PISA - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 223;93;0;60%;R$ 168
ZZ.SW.000 - PALHA - E - SHERWIN - NOVACOR ACR FS;GALAO;1687;2;3;R$ 223;91;0;60%;R$ 122
ZZ.SW.000 - VERMELHO CHASSIS - W - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;2;2;R$ 223;91;0;60%;R$ 139
ZZ.SW.000 - AZUL FRONTAO - W - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 223;76;0;60%;R$ 127
ZZ.SV.000 - ROSA SAPATILHA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;5;5;R$ 223;69;0;60%;R$ 141
11.03.055 - SPRAY ARTE URBANA ROXO BETERRABA;UNIDA;8;8;10;R$ 223;35;0;60%;R$ 145
07.01.040 - VEDA MANCHA 10 M ATLAS;UNIDA;11;11;12;R$ 223;31;0;60%;R$ 110
ZZ.SH.000 - BOLA DE GUDE - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;5;5;R$ 223;27;0;60%;R$ 124
ZZ.SV.000 - CHAO BATIDO - A2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 223;9;0;60%;R$ 129
ZZ.SW.000 - AZUL DINAMICO - Z - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;2;2;R$ 222;84;0;60%;R$ 131
"33.05.019 - TRINCHA TIGRE 518 2"";UNIDA;8;8;14; R$ 222";36;0;60%;R$ 85;96;R$ 136;40;15867;80%
ZZ.SW.000 - CHUVA NO CAMPO - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;2;2;R$ 222;23;0;60%;R$ 133
07.09.016 - PINCEL AT952 ATLAS 10;UNIDA;9;9;19;R$ 222;20;0;60%;R$ 62
ZZ.SV.000 - VERSO IMORAL - B2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 222;10;0;60%;R$ 157
ZZ.SV.000 - VERDE-CITRICO - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 221;98;0;60%;R$ 132
ZZ.SW.000 - POEMA DE AMOR - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;2;R$ 221;90;0;60%;R$ 137
ZZ.SW.000 - KILIM BEGE SW 6106 MET REQ ACETINADO - METALATEX REQUINTE - SUPERLAVAVEL ACETINA;3.2L;1687;1;2;R$ 221;84;0;60%;R$ 106
ZZ.SV.000 - CEGONHA - A2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;2;2;R$ 221;80;0;60%;R$ 140
16.03.001 - LIXA DïAGUA 80;UNIDA;17;12;95;R$ 221;77;0;60%;R$ 96
ZZ.SW.000 - ESTOJO DE COURO - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;2;R$ 221;76;0;60%;R$ 138
ZZ.SH.000 - PRETO - RM - READY MIX - CORALIT ULTRA RESIST;3.2L;231;1;2;R$ 221;60;0;60%;R$ 133
ZZ.SW.000 - CINZA ANALITICO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;2;2;R$ 221;52;0;60%;R$ 134
ZZ.SW.000 - MELODIA DO MAR - W - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;2;2;R$ 221;33;0;60%;R$ 133
ZZ.SV.000 - JARDIM DA MEIA-NOITE - B2 - CORAL - FOSCO COMPLETO;800ML;1574;2;4;R$ 221;28;0;60%;R$ 126
ZZ.SV.000 - CHAPEU DE PALHA - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;2;R$ 220;52;0;60%;R$ 214
ZZ.SW.000 - AMARELO CONFIANTE - VY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;2;2;R$ 219;94;0;60%;R$ 128
ZZ.SH.000 - CANCAO LATINA - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST;3.2L;231;1;1;R$ 219;50;0;60%;R$ 132
31.07.015 - GALVITE ECO 1/4;UNIDA;6;6;6;R$ 219;36;0;60%;R$ 109
ZZ.SV.000 - VINHO VERDE - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;2;R$ 219;24;0;60%;R$ 213
ZZ.SV.000 - MURALHA DA CHINA - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 219;23;0;60%;R$ 123
ZZ.SV.000 - CADEIRA DE BALANCO - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;2;R$ 219;10;0;60%;R$ 138
07.09.006 - PINCEL AT951 ATLAS 06;UNIDA;20;20;22;R$ 219;6;0;60%;R$ 38
ZZ.SV.000 - POLEN - B2 - SELFCOLOR - ESMALTE MULTISUPERFI;3.2L;1574;1;1;R$ 218;58;0;60%;R$ 131
30.05.009 - VERNIZ ECO ACETINADO 1/4;UNIDA;19;6;6;R$ 218;45;0;60%;R$ 141
ZZ.SW.000 - BONECA DE PORCELANA - XY - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;2;2;R$ 218;12;0;60%;R$ 119
ZZ.SV.000 - INVERNO SECO - A2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 218;0;0;60%;R$ 128
ZZ.SW.000 - BERLOQUE ELEGANTE - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;2;R$ 217;77;0;60%;R$ 136
ZZ.SV.000 - BORDO - C2 - SELFCOLOR - TOQUE DE SEDA;800ML;1574;2;2;R$ 217;75;0;60%;R$ 143
ZZ.SV.000 - MICA NEGRA - C2 - CORAL - FOSCO COMPLETO;3.2L;1574;2;2;R$ 217;63;0;60%;R$ 127
ZZ.SH.000 - AZUL GENEROSO - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;2;2;R$ 217;56;0;60%;R$ 129
ZZ.SW.000 - ROSA DISCRETO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;2;R$ 217;50;0;60%;R$ 139
ZZ.SW.000 - VERMELHO REAL - W - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 217;44;0;60%;R$ 132
ZZ.SW.000 - NEVANDO - XY - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;1;2;R$ 217;32;0;60%;R$ 127
23.01.004 - ARCO DE SERRA;UNIDA;10;10;10;R$ 216;81;0;60%;R$ 108
11.03.068 - SPRAY ARTE URBANA VERDE TOSCANA;UNIDA;9;9;10;R$ 216;78;0;60%;R$ 134
07.03.001 - ESPATULA  ATLAS  6255 ACO CROMADO 12;7 CM;UNIDA;34;13;13;R$ 216;72;0;60%
ZZ.SV.000 - PEROLA - A2 - READY MIX - TOQUE DE SEDA;3.2L;1574;1;1;R$ 216;45;0;60%;R$ 127
31.05.013 - ESMALTE NOVA COR BRILH AMARELO 1/16;UNIDA;15;15;17;R$ 216;6;0;60%;R$ 90
ZZ.SW.000 - CENARIO PEFEITO - W - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;2;2;R$ 215;96;0;60%;R$ 135
ZZ.SW.000 - BOLO DE  CHOCOLATE - W - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;2;3;R$ 215;93;0;60%;R$ 131
31.02.010 - CORANTE BISNAGA VIOLETA;UNIDA;24;24;37;R$ 215;89;0;60%;R$ 98
31.04.030 - ESMALTE NOVA COR ACET PLATINA GL;UNIDA;3;3;3;R$ 215;57;0;60%;R$ 154
25.03.027 - TEK BOND PU 40 BRANCO 420GR;UNIDA;3;3;6;R$ 215;40;0;60%;R$ 143
ZZ.SW.000 - SATISFEITO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;3;3;R$ 215;30;0;60%;R$ 120
21.06.024 - MAX COLA BRANCA 1KG;UNIDA;8;8;11;R$ 215;24;0;60%;R$ 119
07.01.020 - ESPATULA  ATLAS  6155 ACO INOX 10 CM;UNIDA;7;7;7;R$ 215;21;0;60%;R$ 102
21.06.016 - MASSA F12 MOGNO 1/16;UNIDA;14;14;17;R$ 215;13;0;60%;R$ 84
ZZ.SV.000 - DESPERTAR - A2 - SELFCOLOR - ESMALTE MULTISUPERFI;3.2L;1574;1;1;R$ 215;13;0;60%;R$ 126
ZZ.SW.000 - VERDE COLONIAL - W - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;2;2;R$ 215;8;0;60%;R$ 135
ZZ.SH.000 - VERMELHO CARDEAL - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;3.2L;231;1;1;R$ 214;91;0;60%;R$ 135
ZZ.SW.000 - RABO DE ANDORINHA - Z - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;3;3;R$ 214;83;0;60%;R$ 149
ZZ.SV.000 - RAFIA - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 213;82;0;60%;R$ 124
ZZ.SW.000 - SIMPLESMENTE BRANCO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;3;3;R$ 213;76;0;60%;R$ 117
ZZ.SW.000 - PITAIA - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 213;61;0;60%;R$ 129
21.06.009 - MASSA F12 IMBUIA 1/4;UNIDA;2;2;8;R$ 213;60;0;60%;R$ 110
ZZ.SV.000 - MANGA - C2 - SELFCOLOR - ESMALTE COR & PROTEC;3.2L;1574;1;1;R$ 213;40;0;60%;R$ 151
ZZ.SV.000 - CORDILHEIRA DOS ANDES - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 213;30;0;60%;R$ 125
ZZ.SW.000 - PEPINO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;2;R$ 213;18;0;60%;R$ 136
ZZ.SW.000 - INDIAN SUMMER - XY - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;1;2;R$ 213;14;0;60%;R$ 134
32.01.028 - PROTETOR DE QUINAS;UNIDA;9;9;13;R$ 213;10;0;60%;R$ 120
ZZ.SW.000 - MINOR BLUE SW 6792 CLR MET REQ SUP ACET - COLOR METALATEX REQU - SUPERLAVAVEL ACETINA;3.2L;1687;1;2;R$ 213;6;0;60%;R$ 101
ZZ.SW.000 - MARROM CAFE - W - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;2;2;R$ 213;1;0;60%;R$ 118
ZZ.SW.057 - CLR MET ESM - ACETINADO - W;3.2L;2;2;3;R$ 212;94;0;60%;R$ 128
ZZ.SW.000 - ILHA DA GIPOIA - XY - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;2;2;R$ 212;90;0;60%;R$ 125
ZZ.SW.000 - ESSENCIA DO SUCESSO - W - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 212;89;0;60%;R$ 128
31.04.009 - ESMALTE METALATEX ECO ACET XY 1/4;UNIDA;4;4;6;R$ 212;65;0;60%;R$ 87
30.05.011 - VERNIZ POLIULACK BRILHANTE 1/16;UNIDA;15;15;15;R$ 212;43;0;60%;R$ 100
ZZ.SW.000 - GLOBALIZACAO - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;2;R$ 212;40;0;60%;R$ 131
ZZ.SV.000 - DOCE DE MAMAO - C2 - SELFCOLOR - TOQUE DE SEDA;800ML;1574;3;3;R$ 212;34;0;60%;R$ 114
07.09.005 - PINCEL AT951 ATLAS 04;UNIDA;21;21;24;R$ 212;11;0;60%;R$ 40
ZZ.SW.000 - MARE BAIXA SW 9055 MET ACR FOSCO - METALATEX ACRILICO;3.2L;1687;1;2;R$ 212;0;0;60%;R$ 107
17.02.002 - PAPEL CRAFT;UNIDA;17;4;6;R$ 211;85;0;60%;R$ 187
ZZ.SV.000 - BEGONIA ALARANJADA - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 211;2;0;50%;R$ 121
07.09.007 - PINCEL AT951 ATLAS 08;UNIDA;21;21;22;R$ 210;79;0;50%;R$ 43
ZZ.SW.000 - CASTANHO-CLARO - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;2;2;R$ 210;22;0;50%;R$ 141
ZZ.SV.000 - BRISA AZUL - A2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 210;20;0;50%;R$ 117
12.03.001 - CORAL RENDE MUITO 1/4;UNIDA;96;6;6;R$ 210;0;0;50%;R$ 110
15.03.012 - RODO;UNIDA;14;14;14;R$ 210;0;0;50%;R$ 91
16.03.014 - LIXA DE FERRO  N| 036;UNIDA;36;7;57;R$ 209;97;0;50%;R$ 121
ZZ.SV.000 - FLAMULA CINZA - A2 - CORAL - ESMALTE MULTISUPERFI;3.2L;1574;1;1;R$ 209;78;0;50%;R$ 123
11.03.085 - SPRAY LUMINOSA AZUL;UNIDA;6;6;6;R$ 209;40;0;50%;R$ 132
11.03.035 - SPRAY ARTE URBANA CHOCOLATE;UNIDA;8;8;9;R$ 209;30;0;50%;R$ 134
ZZ.SW.000 - FADA CELESTIAL - XY - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;1;2;R$ 209;22;0;50%;R$ 123
ZZ.SV.000 - BETERRABA SELVAGEM - C2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;2;R$ 208;96;0;50%;R$ 138
11.03.095 - SPRAY METALLIK OURO EXTERIOR;UNIDA;5;5;6;R$ 208;95;0;50%;R$ 119
ZZ.SV.000 - TOPAZIO BRUTO - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 208;16;0;50%;R$ 129
ZZ.SW.000 - CAQUI UNIVERSAL - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;2;2;R$ 208;16;0;50%;R$ 112
ZZ.SV.000 - TERRA FERTIL - C2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 208;1;0;50%;R$ 120
ZZ.SV.000 - GELO - A2 - READY MIX - ESMALTE COR & PROTEC;3.2L;1574;3;3;R$ 207;75;0;50%;R$ 137
ZZ.SV.000 - PASSADO INTENSO - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;2;2;R$ 207;66;0;50%;R$ 136
ZZ.SW.000 - SILENCIO DA IMAGINACAO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;4;4;R$ 207;65;0;50%;R$ 119
ZZ.SV.000 - PINGO DE AZUL* - C2 - CORAL - ESMALTE MULTISUPERFI;3.2L;1574;1;1;R$ 207;46;0;50%;R$ 134
ZZ.SW.000 - CORRENTE MARITIMA - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;2;2;R$ 207;37;0;50%;R$ 119
20.11.004 - ZARCAO LUKSCOLOR 1/4;UNIDA;6;6;6;R$ 207;21;0;50%;R$ 139
ZZ.SW.000 - BRANCO INDIVIDUAL - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;2;R$ 207;18;0;50%;R$ 129
07.15.023 - TRINCHA ATLAS AT250 SEDA  3/4;UNIDA;16;12;15;R$ 207;0;0;50%;R$ 54
ZZ.SW.000 - AMARELO VENEZIANO - LY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;2;R$ 206;98;0;50%;R$ 128
ZZ.SW.000 - VILA GREGA - XY - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;2;2;R$ 206;80;0;50%;R$ 157
ZZ.SV.000 - PO DE GRAFITE - B2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 206;71;0;50%;R$ 120
ZZ.SV.000 - TERRA DA GAROA - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 206;71;0;50%;R$ 119
37.01.006 - BOTINA DE ELASTANO 43;UNIDA;3;3;3;R$ 206;64;0;50%;R$ 100
ZZ.SW.000 - COENTRO - W - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;2;2;R$ 205;88;0;50%;R$ 129
ZZ.SV.000 - APATITA - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;3;3;R$ 205;76;0;50%;R$ 182
ZZ.SW.000 - BICO-DE-PAPAGAIO - W - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 205;74;0;50%;R$ 128
ZZ.SW.000 - AZUL PETAR - Z - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;1;1;R$ 204;66;0;50%;R$ 124
ZZ.SV.000 - SERRA GAUCHA - C2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;3;4;R$ 204;38;0;50%;R$ 157
ZZ.SW.000 - PRIMER P2 - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;4;5;R$ 204;37;0;50%;R$ 118
37.01.002 - BOTINA DE ELASTANO 39;UNIDA;3;3;3;R$ 203;88;0;50%;R$ 100
ZZ.SW.000 - PLATINA - XY - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;3;6;R$ 203;68;0;50%;R$ 112
ZZ.SV.000 - TIJOLO QUEIMADO - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 203;60;0;50%;R$ 137
ZZ.SW.000 - SUNDANCE - Z - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;1;1;R$ 203;8;0;50%;R$ 114
ZZ.SW.000 - NAMORICO - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;2;2;R$ 202;96;0;50%;R$ 121
ZZ.SV.000 - CENTAUREA-AZUL - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 202;44;0;50%;R$ 141
27.01.010 - SPRAY  COLORART ALLL FIX ADESIVO DE CONTATO;UNIDA;7;7;7;R$ 202;30;0;50%;R$ 84
ZZ.SV.000 - MEIA-NOITE - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 201;92;0;50%;R$ 115
ZZ.SH.000 - SOL ESPLENDIDO * - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 201;80;0;50%;R$ 120
ZZ.SW.000 - BANHO AZUL SW 6771 MET ACR FOSCO - METALATEX ACRILICO;3.2L;1687;2;2;R$ 201;76;0;50%;R$ 151
ZZ.SW.000 - RAPOSA NEGRA - W - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 201;35;0;50%;R$ 119
27.01.020 - SPRAY  COLORART OURO VELHO;UNIDA;8;8;9;R$ 201;32;0;50%;R$ 102
07.01.023 - ESPATULA  ATLAS  6255 ACO CROMADO 10 CM;UNIDA;30;13;13;R$ 200;87;0;50%;R$ 118
07.03.003 - ESPATULA DE SILICONE MINI;UNIDA;55;54;57;R$ 200;74;0;50%;R$ 54
11.03.082 - SPRAY GALVITE;UNIDA;6;6;7;R$ 200;60;0;50%;R$ 117
11.03.109 - SPRAY USO GERAL GRAFITE METAL ESCURO 57001;UNIDA;8;8;9;R$ 200;48;0;50%;R$ 96
ZZ.SW.000 - CINZA MISTERIOSO - W - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 200;12;0;50%;R$ 121
ZZ.SH.000 - TERRA FORTE - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 200;10;0;50%;R$ 120
"33.05.010 - TRINCHA TIGRE 519 1""1/2;UNIDA;26;26;29; R$ 200";3;0;50%;R$ 122;30;R$ 77;73;6355;70%
ZZ.SV.000 - RENDA PORTUGUESA - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 199;84;0;50%;R$ 116
13.07.070 - TEXTURA CROMANIL  ZINABRE GL;UNIDA;1;1;1;R$ 199;70;0;50%;R$ 25
ZZ.SH.000 - AZUL PORTUARIO - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;3.2L;231;2;2;R$ 199;70;0;50%;R$ 118
11.03.121 - SPRAY USO GERAL PRIMER OXIDO;UNIDA;5;5;9;R$ 199;50;0;50%;R$ 147
32.01.014 - FELTRO DE LA RETANGULAR BEJE 4242;UNIDA;3;3;5;R$ 199;50;0;50%;R$ 89
ZZ.SV.000 - MARMORE - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;4;4;R$ 199;23;0;50%;R$ 114
ZZ.SW.055 - CLR MET ESM - ACETINADO - Z;3.2L;1;1;2;R$ 199;19;0;50%;R$ 112
11.03.060 - SPRAY ARTE URBANA VERDE ERVILHA;UNIDA;9;9;9;R$ 199;10;0;50%;R$ 123
25.09.007 - FITA ISOLANTE 19 X 20M ADELBRAS;UNIDA;48;18;20;R$ 199;3;0;50%;R$ 84
31.21.001 - NOVA COR  AZULEJO BRANCO GL;UNIDA;3;1;1;R$ 199;0;0;50%;R$ 120
ZZ.SV.000 - COOKIE - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 198;84;0;50%;R$ 217
ZZ.SV.000 - AZUL-GUACHE - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 198;77;0;50%;R$ 130
ZZ.SW.000 - AZUL DENIM - Z - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 198;73;0;50%;R$ 117
11.03.050 - SPRAY ARTE URBANA ROSA BISCUIT;UNIDA;5;5;11;R$ 198;38;0;50%;R$ 146
ZZ.SH.000 - MATA TROPICAL - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;3.2L;231;2;2;R$ 198;36;0;50%;R$ 116
ZZ.SV.000 - MOSTARDA DIJON - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 198;26;0;50%;R$ 137
ZZ.SW.000 - LEITE MALTADO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;3;3;R$ 198;23;0;50%;R$ 113
31.13.001 - METALATEX BACKTERKILL S/B BRANCO 1/4;UNIDA;4;4;4;R$ 198;8;0;50%;R$ 106
33.01.001 - CABO EXTENSOR TIGRE 5MT;UNIDA;1;1;1;R$ 198;0;0;50%;R$ 82
ZZ.SW.000 - ARMADURA DE METAL - Z - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;2;3;R$ 197;58;0;50%;R$ 111
ZZ.SW.000 - VERMELHO CARDEAL 0667 CLR MET REQ SUP ACET - COLOR METALATEX REQU - SUPERLAVAVEL ACETINA;3.2L;1687;1;1;R$ 197;53;0;50%;R$ 107
21.04.002 - FOSFATOX 900ML;UNIDA;7;5;5;R$ 197;31;0;50%;R$ 49
21.08.013 - VELADURA NOGUEIRA;UNIDA;15;15;15;R$ 197;4;0;50%;R$ 130
07.10.006 - ROLO ESPUMA ATLAS PRETO 15 CM;UNIDA;12;12;24;R$ 196;97;0;50%;R$ 104
15.03.005 - EMBALAGEM LATA;UNIDA;4;4;4;R$ 196;41;0;50%;R$ 58
ZZ.SW.000 - PAISAGEM URBANA - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;3;4;R$ 196;2;0;50%;R$ 118
24.02.001 - LACA ACETINADA 1/4;UNIDA;1;1;4;R$ 196;0;0;50%;R$ 80
ZZ.SV.000 - HORIZONTE AZUL - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;11;11;R$ 195;97;0;50%;R$ 113
11.03.012 - SPRAY ARTE URBANA AMARELO LIMAO;UNIDA;9;9;9;R$ 195;89;0;50%;R$ 119
ZZ.SW.000 - STRAWBERRY FIELD - XY - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;1;2;R$ 195;78;0;50%;R$ 121
ZZ.SW.000 - CORUJA CINZA - F - SHERWIN - NOVACOR ACR FS;GALAO;1687;2;2;R$ 195;71;0;50%;R$ 119
02.01.024 - DESEMPENADEIRA DE PLASTICO GDE COMPEL;UNIDA;9;9;9;R$ 195;50;0;50%;R$ 94
ZZ.SV.000 - AREIA DO DESERTO - A2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 195;50;0;50%;R$ 114
ZZ.SW.000 - FLORA BRASILEIRA - VY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;2;2;R$ 195;13;0;50%;R$ 115
ZZ.SW.000 - ATMOSFERA DE MARTE - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 195;4;0;50%;R$ 117
21.02.002 - CERA DE CARNAUBA INCOLOR 1/4;UNIDA;4;4;5;R$ 195;0;0;50%;R$ 100
ZZ.SV.000 - PISTACHE - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 194;93;0;50%;R$ 112
ZZ.SV.000 - MONTANHA ENCANTADA - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 194;86;0;50%;R$ 200
ZZ.SV.000 - QUARTZO AZUL - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 194;33;0;50%;R$ 115
25.09.005 - FITA EMPACOTAMENTO TRANSPARENTE/MARROM;UNIDA;20;20;37;R$ 193;47;0;50%;R$ 77
ZZ.SV.000 - FOLCLORE - A2 - SELFCOLOR - ESMALTE MULTISUPERFI;3.2L;1574;1;1;R$ 193;4;0;50%;R$ 133
ZZ.SV.000 - ELEFANTE - A2 - SELFCOLOR - ESMALTE MULTISUPERFI;3.2L;1574;1;1;R$ 192;90;0;50%;R$ 121
07.01.024 - ESPATULA  ATLAS  6255 ACO POLIDO PRETA  3;8 CM;UNIDA;25;12;12;R$ 192;59;0;50%
ZZ.SW.000 - DARMA - XY - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;3;3;R$ 192;59;0;50%;R$ 106
ZZ.SW.000 - LARANJA INTENSO - VY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;3;4;R$ 192;58;0;50%;R$ 100
ZZ.SV.000 - SEMENTE DE JATOBA - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 192;57;0;50%;R$ 125
11.03.098 - SPRAY METALLIK VERNIZ INCOLOR;UNIDA;7;7;7;R$ 192;50;0;50%;R$ 109
ZZ.SW.000 - PLATINA - XY - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;3;3;R$ 192;40;0;50%;R$ 110
ZZ.SV.000 - AZUL-RETRO - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 192;39;0;50%;R$ 112
ZZ.SV.000 - ACROPOLE - B2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 192;16;0;50%;R$ 112
